  [10/13/07 14:55:32] ----No VoiceCheck Test Start----
  [10/13/07 14:56:14] ----No VoiceCheck Test Start----
  [10/13/07 14:56:56] ------VoiceCheck Test Start------
  [10/13/07 15:28:40] ----No VoiceCheck Test Start----
 [10/13/07 15:29:01], DeviceID(2, 0) Err=5,Cause=0 
 [10/13/07 15:54:50], DeviceID(1, 25) Err=4,Cause=0 
 [10/13/07 15:54:50], DeviceID(1, 28) Err=4,Cause=0 
 [10/13/07 15:54:50], DeviceID(1, 29) Err=4,Cause=0 
 [10/13/07 15:54:57], DeviceID(1, 28) Err=4,Cause=0 
 [10/13/07 15:54:57], DeviceID(1, 28) Err=4,Cause=0 
 [10/13/07 15:54:57], DeviceID(1, 29) Err=4,Cause=0 
 [10/13/07 15:55:04], DeviceID(1, 28) Err=4,Cause=0 
  [10/13/07 15:55:56] ----No VoiceCheck Test Start----
  [10/13/07 15:57:04] ----No VoiceCheck Test Start----
  [10/13/07 16:01:12] ----No VoiceCheck Test Start----
  [10/16/07 16:05:21] ----No VoiceCheck Test Start----
 [10/17/07 11:29:55], DeviceID(1, 0) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 1) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 2) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 3) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 4) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 5) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 6) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 7) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 8) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 9) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 10) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 11) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 12) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 13) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 14) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 15) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 16) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 17) Err=4,Cause=0 
 [10/17/07 11:29:55], DeviceID(1, 18) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 19) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 20) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 21) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 22) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 23) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 24) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 25) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 26) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 27) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 28) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 29) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 0) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 1) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 2) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 3) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 4) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 5) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 6) Err=4,Cause=0 
 [10/17/07 11:29:56], DeviceID(1, 7) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 8) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 9) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 10) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 11) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 12) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 13) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 14) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 15) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 16) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 17) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 18) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 19) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 20) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 21) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 22) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 23) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 24) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 25) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 26) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 27) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 28) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 29) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 0) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 1) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 2) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 3) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 4) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 5) Err=4,Cause=0 
 [10/17/07 11:29:57], DeviceID(1, 6) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 7) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 8) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 9) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 10) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 11) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 12) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 13) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 14) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 15) Err=4,Cause=0 
 [10/17/07 11:29:58], DeviceID(1, 16) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 17) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 18) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 19) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 20) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 21) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 22) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 23) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 24) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 25) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 26) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 27) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 28) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 29) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 0) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 1) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 2) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 3) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 4) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 5) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 6) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 7) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 8) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 9) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 10) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 11) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 12) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 13) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 14) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 15) Err=4,Cause=0 
 [10/17/07 11:30:00], DeviceID(1, 16) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 0) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 2) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 1) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 3) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 5) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 4) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 7) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 6) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 8) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 13) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 12) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 10) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 9) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 11) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 14) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 15) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 16) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 17) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 18) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 19) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 20) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 21) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 24) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 23) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 26) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 22) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 25) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 28) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 27) Err=4,Cause=0 
 [10/17/07 11:30:39], DeviceID(1, 29) Err=4,Cause=0 
 [10/17/07 11:30:59], DeviceID(1, 0) Err=4,Cause=0 
 [10/17/07 11:30:59], DeviceID(1, 2) Err=4,Cause=0 
 [10/17/07 11:30:59], DeviceID(1, 1) Err=4,Cause=0 
 [10/17/07 11:30:59], DeviceID(1, 3) Err=4,Cause=0 
 [10/17/07 11:30:59], DeviceID(1, 5) Err=4,Cause=0 
 [10/17/07 11:30:59], DeviceID(1, 4) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 7) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 6) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 11) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 12) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 8) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 9) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 10) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 14) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 13) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 16) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 15) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 17) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 18) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 20) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 19) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 21) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 26) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 23) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 24) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 25) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 28) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 27) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 22) Err=4,Cause=0 
 [10/17/07 11:31:00], DeviceID(1, 29) Err=4,Cause=0 
 [10/17/07 11:31:19], DeviceID(1, 0) Err=4,Cause=0 
 [10/17/07 11:31:19], DeviceID(1, 2) Err=4,Cause=0 
 [10/17/07 11:31:19], DeviceID(1, 1) Err=4,Cause=0 
 [10/17/07 11:31:19], DeviceID(1, 3) Err=4,Cause=0 
 [10/17/07 11:31:19], DeviceID(1, 5) Err=4,Cause=0 
 [10/17/07 11:31:19], DeviceID(1, 4) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 7) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 6) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 11) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 8) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 13) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 9) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 12) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 10) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 15) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 14) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 16) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 17) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 18) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 19) Err=4,Cause=0 
 [10/17/07 11:31:20], DeviceID(1, 20) Err=4,Cause=0 
 [10/17/07 11:31:21], DeviceID(1, 25) Err=4,Cause=0 
 [10/17/07 11:31:21], DeviceID(1, 21) Err=4,Cause=0 
 [10/17/07 11:31:21], DeviceID(1, 24) Err=4,Cause=0 
 [10/17/07 11:31:21], DeviceID(1, 23) Err=4,Cause=0 
 [10/17/07 11:31:21], DeviceID(1, 26) Err=4,Cause=0 
 [10/17/07 11:31:21], DeviceID(1, 28) Err=4,Cause=0 
 [10/17/07 11:31:21], DeviceID(1, 22) Err=4,Cause=0 
 [10/17/07 11:31:21], DeviceID(1, 27) Err=4,Cause=0 
 [10/17/07 11:31:21], DeviceID(1, 29) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 0) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 2) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 1) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 3) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 5) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 4) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 7) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 6) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 8) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 9) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 11) Err=4,Cause=0 
 [10/17/07 11:31:40], DeviceID(1, 13) Err=4,Cause=0 
 [10/17/07 11:31:41], DeviceID(1, 10) Err=4,Cause=0 
 [10/17/07 11:31:41], DeviceID(1, 12) Err=4,Cause=0 
 [10/17/07 11:31:41], DeviceID(1, 16) Err=4,Cause=0 
