  [02/11/09 09:25:54] ----No VoiceCheck Test Start----
 [02/11/09 09:25:54], DeviceID(1, 1) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 54) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 56) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 58) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 60) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 69) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 71) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 73) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 62) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 66) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 75) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 77) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 79) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 81) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 83) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 85) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 87) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 89) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 91) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 68) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 70) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 72) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 74) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 76) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 78) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 93) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 95) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 97) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 82) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 99) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 101) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 103) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 105) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 107) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 109) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 84) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 86) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 88) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 90) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 92) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 94) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 98) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 100) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 102) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 104) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 111) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 113) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 115) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 117) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 106) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 108) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 119) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 121) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 123) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 125) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(1, 127) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 110) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 114) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 116) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 118) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 120) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 122) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 124) Err=129,Cause=0 
 [02/11/09 09:25:55], DeviceID(2, 126) Err=129,Cause=0 
  [02/12/09 14:34:08] ----No VoiceCheck Test Start----
 [02/12/09 14:34:33], DeviceID(1, 1) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 2) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 3) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 4) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 5) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 6) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 7) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 8) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 9) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 10) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 11) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 12) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 13) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 14) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 15) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 17) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 18) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 19) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 20) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 21) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 22) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 23) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 24) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 25) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 26) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 27) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 28) Err=18,Cause=0 
 [02/12/09 14:34:33], DeviceID(1, 29) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 30) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 31) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 33) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 34) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 35) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 36) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 37) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 38) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 39) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 40) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 41) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 42) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 43) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 44) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 45) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 46) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 47) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 49) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 50) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 51) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 52) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 53) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 54) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 55) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 56) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 57) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 58) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 59) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 60) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 61) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 62) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 63) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 65) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 66) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 67) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 68) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 69) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 70) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 71) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 72) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 73) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 74) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 75) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 76) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 77) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 78) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 79) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 81) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 82) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 83) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 84) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 85) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 86) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 87) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 88) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 89) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 90) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 91) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 92) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 93) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 94) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 95) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 97) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 98) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 99) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 100) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 101) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 102) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 103) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 104) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 105) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 106) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 107) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 108) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 109) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 110) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 111) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 113) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 114) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 115) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 116) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 117) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 118) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 119) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 120) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 121) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 122) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 123) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 124) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 125) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 126) Err=18,Cause=0 
 [02/12/09 14:34:34], DeviceID(1, 127) Err=18,Cause=0 
  [02/19/09 14:46:52] ----No VoiceCheck Test Start----
  [02/19/09 14:48:35] ------VoiceCheck Test Start------
  [02/19/09 14:52:54] ------VoiceCheck Test Start------
 [02/19/09 14:53:14], DeviceID(1, 45) GetDtmf [D] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 46) GetDtmf [1] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 18) GetDtmf [3] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 19) GetDtmf [4] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 47) GetDtmf [2] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 49) GetDtmf [4] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 50) GetDtmf [5] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 51) GetDtmf [6] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 73) GetDtmf [A] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 74) GetDtmf [B] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 105) GetDtmf [D] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 106) GetDtmf [1] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 20) GetDtmf [5] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 21) GetDtmf [6] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 22) GetDtmf [7] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 23) GetDtmf [8] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 24) GetDtmf [9] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 75) GetDtmf [D] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 76) GetDtmf [1] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 77) GetDtmf [2] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 78) GetDtmf [3] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 79) GetDtmf [4] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 107) GetDtmf [2] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 108) GetDtmf [3] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 109) GetDtmf [4] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 110) GetDtmf [5] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 111) GetDtmf [6] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 25) GetDtmf [0] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 27) GetDtmf [#] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 81) GetDtmf [6] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 113) GetDtmf [8] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 115) GetDtmf [0] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 82) GetDtmf [7] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 83) GetDtmf [8] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 28) GetDtmf [A] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 29) GetDtmf [B] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 58) GetDtmf [A] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 59) GetDtmf [B] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 89) GetDtmf [B] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 117) GetDtmf [#] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 118) GetDtmf [A] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 30) GetDtmf [D] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 60) GetDtmf [D] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 61) GetDtmf [1] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 119) GetDtmf [B] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 120) GetDtmf [D] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 121) GetDtmf [1] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 62) GetDtmf [2] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 63) GetDtmf [3] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 122) GetDtmf [2] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 123) GetDtmf [3] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 90) GetDtmf [D] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 91) GetDtmf [1] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 92) GetDtmf [2] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 93) GetDtmf [3] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 94) GetDtmf [4] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 124) GetDtmf [4] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 125) GetDtmf [5] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 126) GetDtmf [6] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 127) GetDtmf [7] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:14], DeviceID(1, 95) GetDtmf [5] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 1) GetDtmf [1] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 2) GetDtmf [2] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 3) GetDtmf [3] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 4) GetDtmf [4] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 5) GetDtmf [5] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 6) GetDtmf [6] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 7) GetDtmf [7] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 8) GetDtmf [8] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 9) GetDtmf [9] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 33) GetDtmf [3] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 34) GetDtmf [4] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 35) GetDtmf [5] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 36) GetDtmf [6] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 37) GetDtmf [7] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 38) GetDtmf [8] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 10) GetDtmf [0] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 11) GetDtmf [*] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 12) GetDtmf [#] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 65) GetDtmf [5] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 97) GetDtmf [7] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 13) GetDtmf [A] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 14) GetDtmf [B] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 39) GetDtmf [9] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 40) GetDtmf [0] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 66) GetDtmf [6] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 98) GetDtmf [8] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 99) GetDtmf [9] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 41) GetDtmf [*] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 67) GetDtmf [7] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 68) GetDtmf [8] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 69) GetDtmf [9] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 70) GetDtmf [0] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 71) GetDtmf [*] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 72) GetDtmf [#] error, count=1£¬ErrCount=1 
 [02/19/09 14:53:16], DeviceID(1, 100) GetDtmf [0] error, count=1£¬ErrCount=1 
